datapoint,misogynistic_label
No. A bed of wishes made 100 years ago by a little girl who's now an old woman. A bed made to save a girl with flaming red hair from dying too young.,0
"Hey, you should meet my lady. She'd say herself. You don't got any worries with me.",0
But I really don't think that this is the way to do it. Wait. Where are you going?,0
What the f... It's okay. She's in the laundry room.,0
"So one year, my single mom tried to do her version of Santa Claus, right? I wake up, there's a gift-wrapped box with a card that says, "" Santa Claus. "" I look at my mom. She's like, "" I am Santa Claus. "" "" What? "" "" I am Santa Claus.",0
"My boys got her back. Now you got two dead hillbillies in your home right now. You're going to hillbilly hell, motherfucker.",0
"This is, like, perfect! The application includes just standard profile information. And we are also going to want her to write an essay on where she sees herself in 10 years.",0
"We are getting older. But we still get along, can't complain. I think some folks are gonna want to look at this, now.",0
""" So let's start a family. "" Sometimes I think back on that moment, listening to her, as one of the last times I saw her REALLY truly happy. But the problem was... she couldn't get pregnant.",0
"It was before you even knew her! 1080 for life, huh? Chill out, man?",0
"Yeah, I don't really know you either, and frankly, this is a pain in my ass. But... like I said, I know your grandparents and your mother was a... she was a good person. You knew my mom?",0
"Like a morning sickness? I suppose. Wait, are you saying what I think you are saying?",0
"I met Anna obese. When she was fat, huh? She has lost 13 kg.",0
I took what was rightfully... mine. Say hello to ELA. I designed it myself.,0
"And she could talk to anybody. I mean, anybody. Didn't matter who you were.",0
"Yeah, yeah, I'm in town just doing some press for this movie. I leave tonight. Chelsea here is doing a story on me.",0
Only so it won't. I could kill Jackson right now. It's my experience that Eatenton women got veto power.,0
I can't help thinking that she blames herself or me. It can't be easy going through this. It's not your fault.,0
"I would relax, Huffy. You have for the first time in life a woman who is interested in you. Dead or alive, which is quite an improvement.",0
"She wore it. You know, she liked little boys. She couldn't help herself.",0
"Little Women. Yes, I am reading this book. Do you not remember me from the park?",0
"You are crazy, Ruby. You are a crazy old woman. You shouldn't call me Ruby.",0
"Sometimes it feels like the hotter the model, the dumber the product. And I believe it's done to keep us in line. But... a lot of the time, the products marketed towards women have to do with two categories.",0
"She's had a turbulent life. Better suck her back quick. God, dude, it could be anywhere.",0
"I'm not the first, am I? What? The first woman you've done this to?",0
"She did an inventory after that break-in. Not even a single seahorse out of place. Her words, not mine.",0
"After a while, she threw herself off the tower. She died. You're lying.",0
"She won't let anything happen to that girl. I promise you that, ma'am. Oh, you didn't.",0
"You'll remember when we see her. But I don't know. She's a bitter social reject who can never feel good about herself, so to even the playing field she makes everyone feel bad.",0
"Does your soon-to-be baby mama know her? Drama, Sloan and I haven't been together for six months. You haven't been with anyone else.",0
"So you only take her once a year, anyway, but... Yeah. Because I always get worried about, like, how often you're supposed to take' em in for shots and everything. Yeah.",0
"So, what are you here for? What are you here for? I'm here because I need some goddamn money... and I'm the only idiot in the world I know who would cut up her credit cards... to prove a point to herself.",0
Sid! Sneak attack! Do-si-do!,0
Nothing. I sold him a cannoli in high school. Half the people in Jersey sold Joe Morelli their cannoli.,0
"Just as I know Jenna, showered your child with love, which she herself has not experienced. Together with a man, she loves above all else and with whom she wants to build a family. Do you really not want you to him at least should give a chance also to make a decision?",0
"Huh? Don't count on it, Savage. Only an uncivilized brute threatens people.",0
You fuck off. My mother was right when she said you're awful. Fuck you. ,0
And you're gonna hear that it was because my mom committed herself when I was eight. That's a long scar. How'd you get it?,0
If the sea carried it out here... there's a reason. I have to go sign the book. It's not time yet!,0
"I actually met her at Santa Monica Pier, and we shot under the boardwalk. Got a little naughty on the beach with a little nude shoot. She was naked under the boardwalk for a while, and definitely a lot of people saw, but people seemed pretty psyched about it.",0
I'm just gonna have a quick shower. I'm so jet-lagged. I got it.,0
"And I'm not saying anything negative about them, I'm a very, very liberal woman, but my daughter can be eccentric. Well, if you need anything, you know where to find us. Winston and I would love to have you over for breakfast.",0
"Thanks for coming. Here, take a seat. Thanks.",0
Now. That woman's ashes are sitting on a punk-ass shelf in a closet in a goddamn closet. That's no way to leave a person.,0
"You love her? I do. First time I saw her was on this river, just up from here.",0
"I hated school. I never had to work, my parents.. My parents never had careers.",0
Not so bad. We got ourselves a pretty good little gig here. This confident woman... has offered us a large sum to deliver you and your pals over to her... because she wants to kill y'all.,0
"Hey, I'm just saying. Just saying. In the end, does all that smarts really pay off?",0
"I feel so shitty. I know, man. I know.",0
"She decorated with that glass angel shit. They're called figurines. They're called figurines, and I like em'.",0
"I really wish I could, Leanne, but if we don't get Patty's tuition in full, she can't start her new classes next week. And we all love Patty, so I really hope you can figure something out. All right, you know what, I wanted the airline points, but whatever, just put it on this.",0
I'm all scribbled out. I'm sure she didn't mean anything by it. I'll talk to her about it.,0
"Get a little self-respect. Self-respect! Anyway, unpleasantries aside, tonight is a very important event, the hunt.",0
"When you went off to school, you discovered a whole new world and new friends. We blamed their influence on you... but the truth is, that although you had our hearts, we did not have yours. We were losing you, and I didn't know what to do.",0
"Obama's stupid e-mail. Cheyenne saw it. Yo, Hendrix, what are you doing?",0
Let her do it herself. FATHER Mary! FATHER,0
"But we loved with a love that was more than love, I and Annabel Lee ; with a love that the winged seraphs of heaven coveted her and me. And this was the reason that, long ago, in this kingdom by the sea, a wind blew out of a cloud, chilling my Annabel Lee, so that her highborn kinsman came and bore her away from me, to shut her up in a sepulcher, in this kingdom by the sea. The angels, not half so happy in heaven, went envying her and me.",0
"Of course. Sometimes the roles we're forced to play in life are difficult to understand. Like your mother, Dorothy who, for the good of sailors everywhere, lived the life of a prostitute.",0
"Falling in love, falling hard you know. I'm hit. Going down in flames.",0
"Yeah, I think that she would've said the truth is hard to come by. Yeah, but we'd all be lost without it, wouldn't we? I suppose.",0
"Never heard of him. She doesn't try that bull shit, of course, on her regulars. She's in trouble.",0
"She was my best friend. Okay, let's hear what you're passionate about with your final performance. Duncan, you're up first.",0
"
You're very special and you don't look a day over 60. Okay, this is really weird. Let's go check it out.",0
"That I can get for you? No. I'm good. "" Our step-by-step guide to... "" "" Married and divorced women are precluded from taking their vows.",0
"The one you've found She is gone So, don't cry Like there's no tomorrow After the night There's a brand-new day And there'll be no pain",0
Shut up. Tell him to open up. WOMAN ON Hey!,0
"It comes from a living thing. You don't want to eat an animal with a face, do you? Yes, she does.",0
"That's when he started showin' who he really was. He dropped her down a flight of stairs after whooping' her half to death. She lost the baby, he made it so...",0
You can be with her. Katie's more attractive. Yeah.,0
"
16
But quickly found that the classical arts didn't always cater to girls like her. She had used her mother's attitude as a way of transforming herself. "" Use what you got to get what you need, Erica. "" Those were the echoes of her mother.
17
It's insolence, the nerve of that hapless Jew. He proposes that a stray, a cast-off become queen. Mordecai said she was an orphan.
18
Oh, there you are. Grab a seat. Noodles and hot dogs.
19
I can get your tickets for you right here! Step right up! Tickets!
20
My best friend was a guy! Wait! Wait!
21
She said, "" if you can do it for Gladys, You can do it for the lord. "" I used to dance to Michael. I used to put glitter all over my sneakers. I put so much on, You couldn't even tell what brand they were.
22
Cindy says you're doing well. She says your vitals are good. So, just please, stop stressing yourself out, okay?
Uh... romantic one's. So, yeah, I'm a poet, if you've got to label me.' Cause a lot of women, they love poets.",0
"What about the thing where the sharia law is back? And there was a firebombing the other day. Yeah, I think it's worth the risk.",0
You had that the whole time? You don't grab life by the horns with an American express platinum card. My mother left the first time when I was 8 to find herself.,0
You still need a strategist for your little army? Someone to put together a team... to shut down Aquaman and Wonder Woman? L... Yes.,0
"Yo, you gon' go to jail. Nah, she's, like, 18. I don't mean to be disrespectful, miss.",0
Hello? Do you want a bag for them? No we're drinking in the car.,0
"OK, let's just take a look. OK, check him out. He is so, well, buff.",0
You want white? We got whiskey. We got shine.,0
"I love you, Wyatt. So, I'm thinking about inventing this food that's literally just balls of bacon that you eat with your hands. Can you just slice some cheddar?",0
"Oh, this... is your daughter. She has more fight than your son. Perhaps, she should be in the ring?",0
She presents herself better than anyone I've ever met. I think there was some sexual tension. I've always wanted sexual tension.,0
It is the truth. She is not a woman you can trust with your heart. I do not understand why you married her.,0
"Her blood was contaminated. "" Careful with the bathwater. "" I want to see the Tiles again. It'30.",0
"Are you in? That was a long time ago, and I don't want to go down that path again, see some young woman like this get her brains bashed in like Danielle. Hey, all right, fine, great!",0
"Look at her, the stepmother. She wants it all to herself. ""... the flowers appear on the earth.",0
She picks up on the tension. Did I yell? Cheers.,0
"Velma, can you get Emma's parents to take her someplace safe? Sure. We're gonna set a trap for the Phantom.",0
"They're typically used in Satanic rituals. I don't have a daughter. Wait, is she speaking with an accent?",0
"I can't find... May I? May I? Sure. Go ahead, go ahead.",0
"Producer or manager guy... She gets herself auditions for TV shows. Small roles, but...",0
"Who do you have this year? "" Why is my kid an idiot? "" ""' Cause you're an idiot. "" In and out.",0
"Mom, stop it. She doesn't have herpes. You're embarrassing him.",0
"I want her, I want her back. And I know I'm crazy, i know I'm crazy. I know it, I know it and i hate how I feel inside.",0
"That is so cold. Get everything on film, come on. Chad, give the thermometer to Roger And frame us up, okay?",0
"MAN : And he's staying there At the dos ciento cuarenta y uno Haddock Road. Yeah, he's staying here.",0
I didn't murder her. I loved her very much. And then I guess she thought that the best way to return that would be to kill herself on my fucking birthday!,0
She's your worst enemy. Leave her to her fate! Nightwing?,0
"Oh, I have a feeling I'm gonna be sorry I told that story. Look, why don't we all just go back to the house? I'm gonna take the car and go back to the guard gate for help.",0
"Um, Regan. This isn't what I ordered. This isn't what she ordered!",0
I got a news flash for you men. The three-day rule is stupid. Women don't like it.,0
"It wasn't you versus some other dude, it was you versus your own mind. So I'm not a loser with women, but I'm nuts? Either way I should just pack it in.",0
"Unfortunately, dogs learn. To this day, Roadie will not eat or drink out of a bowl that she's never met. Until she does her little Army crawl.",0
"Holy "" Valkyrie "" on Blu-ray, is that Tom Cruise? Sometimes you just got ta say what the fuck. Make your move.",0
You're not acting like a grownup. You got the rest of your life to follow this woman around a grocery store. Stop!,0
"Oh, and she she has these beautiful hands. Oh, dancer's hands. You're... A dancer too?",0
You're not that pretty anymore. Which hand is the cello playing hand? I heard you are going to grace us at the talent show.,0
It could fucking happen. I haven't seen any women with one! Where would you even have gotten an idea like this?,0
I don't I believe in God. Your father was a good man. Whoever did this.,0
"Yeah, you disappeared, man. Yeah, what can I say. I had a thing about French women.",0
What are you doing? Look out! Wonder Woman!,0
"You know what? I think more women should feel empowered in their body. Thank you, Jonathan.",0
Turns out she's been trying to bring down Masovich for years. My kind of woman. They disappeared into the jungle.,0
"It was suggested we keep silent. We did not question the authority of the church two years ago. But since father Geoghan is still in his parish... "" but she sent it to law and law did shit.",0
"Yeah, the Reaganites had a huge porn stash in their bedside table. Come on, dude. I jacked one of Isaac's birth-control pills, antifungal cream for whatever disgusting zombie STD she's carrying, and a pocket bible for when you realize just how badly you need Jesus.",0
"Is it night time where you are, too? No, it's 10 here too, because Chicago and Wisconsin-What is in the same time zone! Yeah, we're in the same time zone.",0
"What to do this? Wait here. Heavy sigh, elevator hurt,",0
"She left. Oh, yeah? Mm-hmm, Friday night.",0
Kate will. She will rot in the cell until they drag her kicking and screaming to legal injection. And I'll find someone else.,0
"You're a person who can't defend herself against her worst feelings. You feel the things most of us run away from, the things most of us are just too bottled up to feel. Now are we going to have sex?",0
"So she knows about us? No, not exactly. Jesus, I almost had a coronary!",0
Do you really think Bethany would have stabbed herself in the chest? Or do you think it's more likely Hannah would stab her sister... because she suspected her of sleeping with her husband? What do you think?,0
"LOOK. EVEN IF I DID, STACY'S NOT THE LOOK. EVEN IF I DID, STACY'S NOT THE KIND OF WOMAN YOU REACH BY EVEN IF I DID, STACY'S NOT THE KIND OF WOMAN YOU REACH BY PHONE.",0
"The woman who offed herself left behind the keys. "" Later gator. "" L-8-r-g-8-r.",0
"It's a little girl, here. Ruth. Named after her great-grandmother.",0
Of course I do. Her well-being is the most important thing in the world to me. I don't think being cooped up in this mausoleum is good for her.,0
Why did she say it looked like an animal bite? She's a lying piece of shit. All doctors are.,0
"You told me you wanted to learn how to take a punch. Well, you think you're ready? Listen, when I send someone over to your house, there is an implicit trust that you know how to behave like an adult, right?",0
"Thanks for this. Well, hello. You okay?",0
"Yeah. Where'd you get that shiner from? When we came up on Juniper's room, there was this guy in there, he was beatin' up on her.",0
"He plays lacrosse on the Boston team and everything. But he, uh, same weekend - hooked up with four women in one weekend.",0
"You carry her corpse in every footstep. Get thee gone, shunned, leper, outcast. Get thee gone!",0
"Now , she's loyal. But she is slipping. Let me ask you a question.",0
"Well, I don't expect that. I don't. I don't want this for you.",0
"Never said anything. About her parents. Well, they wouldn't.",0
"September 4th, 1941. I'm leaving home today. I don't know for how long, but it's one less mouth to feed, and maybe Mama can get her medicine now.",0
That it? You thought you'd been with an available woman? Or did you know that it was me you've been fucking when you've been fucking with her?,0
"She puts it on the floor in the living room As the scene progresses and the days go by, Bugs and flies start buzzing around it And there's always this rabbit laying there bloody on the plate And it's disgusting and horrifying And makes you very squeamish.",0
Know what I'm saying? But I'm eyeballing this cocksucker the whole time! Know what I'm saying?,0
"Sure you do! She and I make "" We. "" You made a racket coming up. You should've left by now!",0
You have an appointment with dr. parrish this morning before school. I can't breathe. How many pills did you give her?,0
"Oh, my gosh, I know, it's like he's on camera. Are there women around? Yeah, there must be.",0
"Tripp? Run! Wait a minute, you wouldn't...",0
"It's okay. Cheers, motherfucker. A fitting end.",0
"I ain't gonna have your blood on my hands, too. You got any' shine left? Uh... Yeah, I got a couple jugs.",0
"You really have a way with people, Grayson. Do you think he's really dead? I don't know.",0
That's because men are intimidated by strong women. I never tell guys that I have a degree. That's because you don't have a degree.,0
"Grandma's perfume burned my eyes. Well, did your mama never tell you where that nickname came from? She got it from herself.",0
What? I saw you kissing a girl outside of your dorm. D-do you like women?,0
"They're gonna kill you. What's that, honey? They're gonna kill you.",0
And then she loved several more men. People get married and divorced.,0
"I said, "" Well... before sex a woman's vagina looks like... two rose petals with teardrops of heaven glistening on it. "" We played a couple more holes, you know.",0
"She can't help herself. Oh, please. Do you think you're the only person who's ever lost someone?",0
Trust me. I remember you hitting that two-run double... off of Clemens back in the 2000 ALCS? Do I know you?,0
"She's just, you know, five and not used to talking about death yet. I'm so sorry. A fucked-up thing happened to you.",0
No. Don't listen to her. I'm going to be fine.,0
"You didn't deserve it. You and your brother are good people. And your mother, your mother was a good person too.",0
"Back there, dressing room for the guys, women's on the opposite side, got lockers and showers inside. TV room for a couple hours after dinner for fun. No cable, but all the plays we've ever done on DVD.",0
You want down? This dog didn't keep you guys up? She likes to bark at night.,0
"Hey, surprise. How you been? You know, I just thought maybe I shouldn't die yet,' cause your job isn't quite done.",0
"No, that's not gonna make her feel better, it's gonna make you feel better. Hear me, okay? You are torturing her.",0
Yikes. I guess that's my cue. Tell her I'm sorry.,0
"Come here, baby. I have so missed you! Oh, she's back, the Queen of Queens herself!",0
"You know, ... I wonder if your Games will be as good as your mom's? Dad, please. I'm sure 's Games will be better than your Games.",0
I don't believe it. They've managed the impossible. What an achievement!,0
Sorry. She's wired in. Let's see if this thing still has some life in it.,0
She's a grown adult. She can take care of herself. So it's obviously not you.,0
Do not treat me like an old woman. You are an old woman. What?,0
"Listen, how's your head? Okay? Okay?",0
"It was good for her. She's grown into a capable young woman. Yes, with the mind of a child, but she's alive, Edward.",0
"To make a long story short, you know, she shows up at the Meadow, both our families are there, my grandmother wheels herself out, looks up at the sky and is like "" oh my god, what the hell is that? "" I come down in a parachute, i rip off my gear, and I'm wearing a tux. Thanks, this tux, actually. Anyway, she moved out the next day, said I was moving too fast.",0
"Don't let him lock your arm in place! Scotty, pound him! Use your elbow.",0
"What's she doing here? Harry, are you listening to me? Taketheheart-shapedbox and hide it in a safe place.",0
"And I've done my best to raise him up, but as you can see, he hasn't had the best role model, you know? I'm sorry. He's always been very sensitive when it comes to women.",0
"We smoke each of our entire joints by ourselves. And I'm sitting on a couch and she's sitting on chair, and about two hours go by before we realize none of us have spoken. Two hours I'm not exaggerating at all.",0
"Has she opened her doors? Not yet, sir. You ever start a war, Mr. Bruni?",0
"We come to do a job, and we finish at all costs. And the problem with that is, it has made women believe that, like, you're perfect. And why would a guy ever walk away?",0
"Can you do that? Yeah! Yeah, just go.",0
"No! She must be restrained. No, please let me go!",0
"really helped her. i just dropped c.b. off up there today. well, there's this female counselor up there she seemed all right but what do you know about this instructor, this sergeant hoke guy?",0
"And do you, Dwayne Duncan, do you take this woman, Roxanne mclean, to be your lawfully wedded wife, to have and to hold in sickness and in health, for better or for worse,' til death do you part? What's it gonna be, partner? Excuse us.",0
"That woman is very dangerous. Now you say so. You should have never let Cunningham come back, And you know it.",0
"No, the comedy was she did that, now we're good, and you got it, and you're tryin' to make her do it all over again. I just want to see you distressed, you know? You couldn't feel my distress?",0
"Does the future mother of your child know her? Drama, Sloan and I haven't been together for six months. You haven't been with anyone else.",0
"I feel lucky. Just like my mom, the glass is always half empty. Is this her?",0
You are amazing. Ohh! I love it.,0
"You know, waiting for the kids to get a little older. Waiting for me to lose almost all desire for her, whatsoever. Did she lose patience with you?",0
"Hey. Go get her, man. Slow down, Raisin Bran.",0
"We were just talking, I swear. See, there. You can tell she's lying because of that twitch in her lip.",0
"Come on! Come on, Carla. Let go.",0
"Just last week, I hooked up with this woman and she was in a And she was doing something magical to me because I lost all control of my muscles and I accidentally dropped her on her head and now she can't move, or walk for the rest of her life. Wait, wait, wait, wait. Wait.",0
"Don't ask me how I know this, but it's true! Dad, stop scaring my friends. Look, we need to focus on finding Posea, so we can get our legs and get back to Monster High!",0
"Listen to her, trying to juice herself up for whoever wants it. She can't wait till I drop so she can get her stocking stuffed. I am right here beside you every single night in bed.",0
"None of the women in our community are able to have children. I'm sorry, . I think you're forgetting someone. .",0
There's nothing wrong with that. She sacrificed herself so that others could live. That doesn't go unnoticed.,0
Looks pretty beat up. Hey you know what? It'll fly.,0
Mary was the last one I saw. Mary's dead. No. Drank herself some poison.,0
I loved her more than anyone. And then suddenly she was gone. And I became myself again.,0
"But she's not. Frank, she's not. Just... just...",0
Looks like she built it herself. I built it myself. Fastest pedal-power west of the Whac-A-Mole.,0
"It's starting, Jack. Let's go. She wakes up early every morning just to do her hair now, because she cares, y'all.",0
Now her grand kids had killed a little girl. Grandma? Grandma where are you going?,0
"We just have to get to Dallas and sort it out. Good. "" Sort it out ""? Yes.",0
I knew something was not right. I found my book. Inside I had written a note to some girl named Joni.,0
So we've got a 28 year old young woman walking by herself 30 in the morning in... you said east Williamsburg? Yeah. What address were you at?,0
"Oh, and there was that weird woman at the front desk when we checked out. She kept... Her wheezing.",0
"There's a pregnant woman waiting for her ice cream. Oh, yes. God.",0
"We're about to get the evidence...? That criminates the shit out of Teena, yes! He's got proof that she did sex work...",0
I have no idea what you're talking about. In the hay wagon. I meet a lot of women in the hay.,0
Man I can't wait for this whole thing to be over with moron. Get what over with? The whole thing's got ta be done and over with.,0
"Look, I'm trying to reconcile my butch, bearded ferocity with my beautiful inner woman in a tongue-in-cheek way. If people on this stupid site don't get it, it is their loss. Okay, okay.",0
"What are you doing? No, Sam, stop it! Amira.",0
"No, it was getting for fucking a parking ticket, all right? I got a boot on my car and I went to fucking jail. Now end the fucking game!",0
"And lonely and... Insecure. Your mom was a real star. When she blew out her knee, I wasn't sad.",0
$30 million. She was on her way to get a second number. What's in the second safe?,0
She give you anything on the hedge fund guy? I haven't seen the woman in eight years. What exactly do you think she'll give me... at our appearance at an alumni event?,0
"I think you met Heather at the Lalalime party. I think when she was denied a Silky Lamb gift bag, she went looking for a celebrity. And she found you.",0
Actually she was miserable. She was never happy after Ron died and she... she kind of locked herself away from the world. Don't do the same.,0
"She didn't move, I found her. I asked her to come with me, okay? She didn't leave.",0
"No, you don't want to go through there. Look, you just want to stay in there, okay? She's just found your manuscript and you're ferocious with that.",0
Helix... you're meant to aid our members... not injure them. I'm afraid she's right. We need to stick to the basics.,0
"It's something that women have responded to for thousands of years. Well, tell me. You have got to do this.",0
orange or yellow? orange or yellow? um... orange. um... orange.,0
Hold her! I can't! She's gone into...,0
"But you guys barely held your own against Flash and Wonder Woman, and that's without Superman being on deck. He shouldn't be a problem. Yeah, right, like you got a way to take out Superman.",0
"God damn it! It's supposed to be a hit, and you stick her in the middle of it? No, no.",0
"I hate it for her... OK, last chance to wake up, Ana. Holy shit!",0
""" See, this is not true. Not won anything yet and prioritize the women. Doing this is terrible-.",0
"I'm sorry, man. Laurie... she... She didn't make it.",0
Mm-hmm. We met on the beach. She knows every single thing about your mommy.,0
There's no respect for cowards. Yet you were the only one to survive. How?,0
Sure. And most people seemed happy to have me there. That is how much I sacrifice myself.,0
"You think god hears your prayers? You believe in fairies, too? Oh, leave her alone.",0
"Well, we don't want to mess up your weekend. It's just so nice to see you two. Try to get Steph to come home, but you know how she is.",0
The officer on the deck says that the Prometheus has launched. Raise them. Yes Admiral.,0
"Some kind of instant replay? Maddie, this isn't a movie. We have to face reality.",0
"drop your jaw.? Let earth receive her king oh, yeah? nice.?",0
"Oh, that's some name. Read your file. Sorry, an Irish cop, right?",0
"Hurry. Go, go, go, go, go! Hurry.",0
"I'm very proud of you. This is... this is really hard. I think you're a very, very powerful person who people love and people follow.",0
"You kinda made a mess of things here. There's a great position for . I mean, don't wreck her career.",0
I don't know. Can we knock her out or something? How old is she?,0
Remember that one? How we doing? I'm fine.,0
She was the most beautiful woman in the world. She was the love of my Iife. The light of my love.,0
"She's going through a mini-crisis, that's all. Dude, just admit that you guessed wrong and move on. Yeah, we won't hold it against ya.",0
"That means I talk, you listen. So this is what you're gonna do. You are gonna finish the job as' per our agreement'.",0
"Tell me what's happening? Her cervix is torn and the uterus was puncture but we think she'll be fine, As long as we can keep the fever down. I don't understand.",0
God dammit! Gigi just pull out? She did.,0
"Get out! Restrain those woman, soldier! No! No! No! Ani!",0
Maybe a week ago. Was she by herself? She was by herself.,0
"Baby, you seriously think you're being haunted by Emma's spirit? I think I'm being haunted by me. Look, I feel responsible for her death for some weird reason, because I know she didn't commit suicide, and she's not here to defend herself.",0
"Oh, my god! Oh, my god, she jumped! Oh, my god, she jumped!",0
"I figured as long as the hotel is paying for it, I should try it, but... it's kind of funky. You know, Kid can't eat before his weigh-in, but he's not missing much. You got a phone call this morning from a woman named Mae.",0
"Who likes to go to the drive-in all by herself, looking for the perfect man... That's gonna sweep her off her feet and give her a free ride to Hollywood. But she chooses the wrong one, and she gets her face all cut up, so she'll never be on TV, except maybe 00 news.",0
"Can you believe it? She went to Vegas. No, I... I can't.",0
But it's a catch-22. Because a lover like that puts the poetry in you. Damn it to' Frisco.,0
"Well, come on, we all know Becki And even she's falling victim to the urge to nest. What's wrong with nesting? That's nice, listen to me, Nathan, Some women fake orgasms to have relationships, some men relationships to have orgasms.",0
"We need to get her under control! Help me, please! I know her.",0
I don't like her. She's just freaked out. I don't like her.,0
"You are aware we live in Maryland, right? Yeah, I eat them. I don't catch them.",0
"Women will lust after you. Now, it's your turn. I am Arden, okay?",0
"Listen, you two are much stronger than I am. If I had been at that birthday party, ooh, no, some people would've gone down. I mean kids, mothers, like the jumping castle something.",0
I will sell your ass to the fucking Chinese. And if you even think about touching him. I will cut off your hands.,0
"Yeah, I know she's not even interested in me. I don't even like girls. Somebody's fibbing.",0
"Look at you, Rudy, you're so attractive. Ashley? What the fuck, Ashley?",0
"Probably has acid and stuff that can devolve metal. Give me that. Um, maybe someone should probably go check on Sara before she hurts herself or kills herself or something.",0
"Sweet, sweet Herb. Listen, you haven't dated in awhile so I feel the need to tell you that at your age, people aren't super concerned with the way you style your hair as much as they are impressed that you still have hair. Oh no.",0
What's Hentai? Japanese pornographic comic books. Oh!,0
"Have a drink... But tell me, what is your dad gonna do now that everyone is calling him a fraud? Same thing I did when this town called me a fraud.",0
"Like Liz. No, no, no. God, that's weird.",0
"Yeah, she's in the back. I see her. Thank you.",0
"You're on Line 2. I've always liked you Radio Rebel. Your playlists truly rock, but -Go ahead.",0
"Hey, little Toot-Toot... Popsicles! Get your popsicles! Oh. Lumber delivery.",0
"No. I couldn't risk her waking up and saying I smashed her face in the cake. No, I know.",0
"If I recall, I played with your breasts for a long time that night. You know, Harry, you can't get a woman pregnant by man-handling her breasts.",0
"The sex worker Nate hired. That's his girlfriend! Nope, she's right.",0
"Enough. The ring, now! Forgive me, Camilan.",0
"What were you thinking! I was thinking, she's crying in the bathroom and I should probably leave. You're unbelievable!",0
To find out who she was? Who they were? What they were?,0
Oh we'll translate her. She'll talk. They all talk!,0
I know. They're releasing Baby at the end of the week and I'm gonna bring her home. She knows what she did was wrong and she's so sorry.,0
Emma's creative. There's never a moment where Emma sits down and has nothing to do. She's always recording sounds or doing foley for free or promoting herself.,0
"RICK : Unbelievable asshole. Dude, check these out. Bolitachas Watermelon.",0
She's my friend. Nice! You need to get her the hell out of my apartment!,0
"No. What if she get pregnant? Still no, but hell no.",0
She strangled herself? Just tell the truth! I am telling the truth.,0
"She's kind of secretive in a way, I guess. I don't know. I -What happened to her? "" Write a letter to the dead.",0
"Like a serpent's tongue, her dreams would split in two. On one side, she saw herself as a little girl ; and on the other, she saw herself already dead. Sometimes the difference between the two eyes was slight, only a few hours apart.",0
Mrs. Koehler? WOMAN Is there anyway the check can come in this week instead of next?,0
"So, you met her on the job, then? No, we met in school. She pursued commercial real estate, which is a pretty hot market right now.",0
"I've had a great time tonight. As did I. I mean, finally we got a little face to face time together, right?",0
"The electricity! Come dance with us. Brent, go dance with them.",0
That was when Daddy was paying my bills. The Priestess wants to kill the fox herself. And he has bounties on his head in at least 12 Kree provinces.,0
Here she is. Amen. Cheers.,0
"Man and beast and the earth herself collapsed beneath its curse. The Deiran, were broken, our heroes and dreams were swallowed in unquenchable flame. The dragon destroyed everything.",0
"Aha! Dad, that wasn't fair. You used that Jedi-mind-trick detective interrogation thing on me.",0
"If women came with an instruction manual, life would be such simpler. Yeah, "" Relationship for Dummies. "" True that, Suzy Q. That's why I'm not with nobody right now, man.",0
"Oh, she's coming here man? She bringing her friends? I don't give a damn.",0
"But the hardest thing I'll ever do is explain to my son that it was the woman he loves that betrayed him. Keep, keep your eyes open. Keep your eyes open.",0
"Brandy doesn't own Cameron, okay? And she said herself that she doesn't, like, "" like "" like him. So it's an open playing field.",0
"I would never ever hurt my mother. I loved my mother, but she killed herself. My cheating father and his girlfriend got what they deserved.",0
Your outdated information betrays you. The famous Black Widow and she turns out to be no smarter than the others. You really think so?,0
"She was just trying to help. Help herself, obviously. You look gross.",0
"She killed herself at the school. I also found this. The link is dead, but the original's still on this hard drive.",0
"Oh, she was going to kill you, dude. That's for sure. But then I like to think in my fantasy world, she would at least have the courage to turn the gun on herself afterwards.",0
"Marriage, career, financial security... all gone! Marv, the girl went crazy. She did this to herself, okay?",0
Her?! Dress p? Computer. Run! Good?,0
"And, on that note, we're gonna set up and break down. By the time she wakes up, everything will be back to normal. You get your gig in cash, lady.",0
You want me to stop her? No. I didn't want to hurt her.,0
"She reported to her husband that she'd felt rejected and alone... "" ""... and had been invaded by an invisible entity. "" "" When her husband was out of town, Martha May claimed she was being attacked by an unseen force. "" ""... followed out to the Granville estate, where an exorcism was attempted. "" S-U-E-D-O... "" She killed herself with a blade after a failed attempt of exorcism by father Callahan of Cornerstone.",0
Ms. Martin brought her in to class today. To the school? I bet that was exciting.,0
"Listen Senorita, I don't usually kill women, but for you, I might make an exception. That was your last shot, wasn't it? Would I still be standing here if it was?",0
"I'm just here to find this thing. You're willing to go on a combat mission to find it. She is, too.",0
Stay nice and relaxed. Nice work. Okay.,0
"I also don't like the fact that when you get married, as a woman you are expected to give up your last name. Like, you really... it's nice to have the same last name as your spouse, but then you're like, "" Oh, this thing "" I've had my whole life that's my whole identity "" that my great-grandparents came through Ellis Island with? "" I'll just throw it in the trash. This guy seems cool.",0
"What do you got? lovers, money, fame? I've got poverty and obscurity, brother, if you want that.",0
"Yes. For what a drug made her do. We invited a representative from Sadler-Benelux, the makers of Ablixa, to come here this morning and discuss this very tragic story, but they declined.",0
